0	0	1
1	0	1
2	1	1
2	4	1
2	5	1
4	5	1
6	5	1
6	8	1
6	9	1
8	9	1
10	5	1
10	12	1
10	13	1
12	13	1
14	1	1
15	14	1
15	17	1
15	18	1
15	19	1
17	18	1
17	19	1
18	19	1
20	14	1
21	20	1
22	20	1
23	22	1
24	20	1
25	24	1
26	20	1
27	26	1
28	26	1
29	26	1
30	26	1
31	20	1
31	33	1
31	34	1
31	35	1
31	36	1
33	34	1
33	35	1
33	36	1
34	35	1
34	36	1
35	36	1
37	20	1
38	20	1
38	40	1
38	41	1
38	42	1
40	41	1
40	42	1
41	42	1
43	20	1
44	20	1
45	20	1
46	14	1
47	1	1
48	47	1
49	48	1
49	51	1
49	52	1
49	53	1
51	52	1
51	53	1
52	53	1
54	48	1
55	48	1
56	48	1
57	48	1
58	48	1
58	60	1
58	61	1
60	61	1
61	63	1
61	71	1
61	72	1
63	71	1
63	72	1
71	72	1
63	65	1
63	66	1
63	67	1
63	68	1
63	69	1
63	70	1
65	66	1
65	67	1
65	68	1
65	69	1
65	70	1
66	67	1
66	68	1
66	69	1
66	70	1
67	68	1
67	69	1
67	70	1
68	69	1
68	70	1
69	70	1
73	48	1
74	73	1
75	48	1
76	48	1
77	48	1
78	48	1
79	47	1
80	79	1
81	80	1
82	81	1
83	81	1
84	47	1
85	47	1
85	87	1
85	88	1
87	88	1
89	47	1
90	89	1
91	89	1
92	89	1
93	92	1
93	95	1
93	96	1
93	97	1
93	98	1
93	99	1
95	96	1
95	97	1
95	98	1
95	99	1
96	97	1
96	98	1
96	99	1
97	98	1
97	99	1
98	99	1
100	47	1
101	100	1
102	100	1
103	1	1
104	103	1
105	103	1
106	103	1
107	103	1
107	109	1
107	110	1
107	111	1
109	110	1
109	111	1
110	111	1
112	1	1
113	112	1
114	113	1
115	113	1
116	113	1
117	113	1
118	112	1
119	118	1
119	121	1
119	124	1
121	124	1
122	121	1
123	122	1
125	118	1
126	125	1
127	125	1
128	125	1
129	125	1
130	125	1
131	118	1
131	133	1
131	151	1
133	151	1
134	133	1
134	136	1
134	137	1
136	137	1
138	137	1
139	137	1
140	139	1
141	139	1
142	137	1
142	144	1
142	145	1
142	146	1
144	145	1
144	146	1
145	146	1
147	133	1
147	149	1
147	150	1
149	150	1
151	153	1
151	154	1
151	155	1
153	154	1
153	155	1
154	155	1
156	118	1
157	156	1
157	159	1
157	160	1
157	161	1
157	162	1
157	163	1
157	164	1
157	165	1
157	166	1
157	167	1
159	160	1
159	161	1
159	162	1
159	163	1
159	164	1
159	165	1
159	166	1
159	167	1
160	161	1
160	162	1
160	163	1
160	164	1
160	165	1
160	166	1
160	167	1
161	162	1
161	163	1
161	164	1
161	165	1
161	166	1
161	167	1
162	163	1
162	164	1
162	165	1
162	166	1
162	167	1
163	164	1
163	165	1
163	166	1
163	167	1
164	165	1
164	166	1
164	167	1
165	166	1
165	167	1
166	167	1
168	156	1
169	156	1
169	171	1
169	172	1
169	173	1
169	174	1
169	175	1
169	176	1
169	177	1
171	172	1
171	173	1
171	174	1
171	175	1
171	176	1
171	177	1
172	173	1
172	174	1
172	175	1
172	176	1
172	177	1
173	174	1
173	175	1
173	176	1
173	177	1
174	175	1
174	176	1
174	177	1
175	176	1
175	177	1
176	177	1
178	112	1
178	180	1
178	181	1
178	182	1
178	183	1
180	181	1
180	182	1
180	183	1
181	182	1
181	183	1
182	183	1
112	185	1
186	185	1
187	185	1
188	1	1
188	190	1
188	192	1
188	193	1
188	200	1
190	192	1
190	193	1
190	200	1
192	193	1
192	200	1
193	200	1
191	190	1
194	193	1
194	196	1
194	197	1
194	198	1
196	197	1
196	198	1
197	198	1
199	193	1
200	202	1
200	203	1
202	203	1
204	1	1
205	204	1
205	207	1
205	208	1
205	209	1
207	208	1
207	209	1
208	209	1
210	0	1
211	210	1
212	211	1
212	214	1
212	234	1
212	237	1
214	234	1
214	237	1
234	237	1
215	214	1
216	214	1
216	218	1
216	227	1
218	227	1
219	218	1
220	219	1
221	219	1
221	223	1
221	224	1
221	225	1
221	226	1
223	224	1
223	225	1
223	226	1
224	225	1
224	226	1
225	226	1
227	229	1
227	230	1
227	231	1
227	232	1
227	233	1
229	230	1
229	231	1
229	232	1
229	233	1
230	231	1
230	232	1
230	233	1
231	232	1
231	233	1
232	233	1
235	234	1
236	234	1
238	237	1
239	237	1
240	210	1
241	240	1
241	243	1
241	244	1
241	245	1
241	246	1
241	247	1
241	248	1
241	249	1
241	250	1
241	251	1
243	244	1
243	245	1
243	246	1
243	247	1
243	248	1
243	249	1
243	250	1
243	251	1
244	245	1
244	246	1
244	247	1
244	248	1
244	249	1
244	250	1
244	251	1
245	246	1
245	247	1
245	248	1
245	249	1
245	250	1
245	251	1
246	247	1
246	248	1
246	249	1
246	250	1
246	251	1
247	248	1
247	249	1
247	250	1
247	251	1
248	249	1
248	250	1
248	251	1
249	250	1
249	251	1
250	251	1
252	240	1
252	254	1
252	266	1
252	285	1
254	266	1
254	285	1
